name,genre_kaggle,genres_omdb,crime,drama,romance,animation,comedy,family,mystery,sci-fi,thriller,adventure,fantasy,action,biography,horror,history,war,music,sport,short,western,musical,documentary,film-noir,adult
Matrix Revolutions,Action,"Action, Sci-Fi",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cold Creek Manor,Mystery,"Drama, Mystery, Thriller",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Matrix Reloaded,Action,"Action, Sci-Fi",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Haunted Mansion,Comedy,"Comedy, Family, Fantasy",0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Young Adam,Crime,"Crime, Drama",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeepers Creepers II,Horror,"Documentary, Short",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
The Battle of Shaker Heights,Drama,"Drama, Romance, Comedy",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How to Deal,Comedy,"Comedy, Drama, Romance",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How to Lose a Guy in 10 Days,Comedy,"Comedy, Romance",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stander,Action,"Action, Biography, Crime, Drama",1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Barbarian Invasions,Comedy,"Comedy, Crime, Drama, Mystery, Romance",1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kill Bill: Vol. 1,Action,"Action, Crime, Drama",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Code 46,Drama,"Drama, Romance, Sci-Fi",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee and Cigarettes,Comedy,"Comedy, Drama, Music",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
House of the Dead,Action,"Action, Adventure, Horror",0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
House of Sand and Fog,Drama,"Crime, Drama",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Medallion,Action,"Action, Comedy, Fantasy",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Mother,Drama,"Drama, Romance",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deliver Us from Eva,Comedy,"Comedy, Drama, Romance",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bright Young Things,Comedy,"Comedy, Drama, War",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Brown Bunny,Drama,Drama,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kontroll,Comedy,"Comedy, Crime, Drama",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21 Grams,Crime,"Crime, Drama, Thriller",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koi... Mil Gaya,Drama,"Action, Drama, Romance, Sci-Fi",0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cradle 2 the Grave,Action,"Action, Crime, Drama, Thriller",1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Memory of a Killer,Action,"Action, Crime, Drama, Thriller",1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Something's Gotta Give,Comedy,"Comedy, Drama, Romance",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japanese Story,Drama,"Drama, Romance",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Identity,Mystery,"Mystery, Thriller",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
House of 1000 Corpses,Horror,Horror,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Willard,Drama,"Drama, Horror, Thriller",0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Big Fish,Adventure,"Adventure, Drama, Fantasy, Romance",0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Darkness Falls,Horror,"Fantasy, Horror, Mystery, Thriller",0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Cat in the Hat,Adventure,"Adventure, Comedy, Family, Fantasy",0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cold Mountain,Adventure,"Adventure, Drama, History",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Just Married,Comedy,"Comedy, Romance",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wrong Turn,Horror,"Horror, Thriller",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Johnny English,Action,"Action, Adventure, Comedy",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Last Samurai,Action,"Action, Drama",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I Am David,Drama,"Adventure, Drama",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The In-Laws,Action,"Action, Comedy, Thriller",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Terminator 3: Rise of the Machines,Action,"Action, Sci-Fi",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I Capture the Castle,Drama,"Drama, Romance",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sylvia,Biography,"Biography, Drama, Romance",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tears of the Sun,Action,"Action, Drama, Thriller, War",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Taxi 3,Action,"Action, Comedy, Crime",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Jungle Book 2,Animation,"Animation, Adventure, Family, Musical",0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Italian Job,Action,"Action, Crime, Thriller",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The League of Extraordinary Gentlemen,Action,"Action, Adventure, Fantasy, Sci-Fi",0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Stuck on You,Comedy,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Confidence,Crime,"Crime, Thriller",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lord of the Rings: The Return of the King,Adventure,"Action, Adventure, Drama, Fantasy",0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Hulk,Action,"Action, Sci-Fi",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I'm Not Scared,Crime,"Crime, Drama, Mystery, Thriller",1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biker Boyz,Action,"Action, Drama",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wonderland,Crime,"Crime, Drama, Mystery",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kangaroo Jack,Action,"Action, Adventure, Comedy, Crime, Family",1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Human Stain,Drama,"Drama, Romance, Thriller",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lizzie McGuire Movie,Adventure,"Adventure, Comedy, Family, Music, Romance",0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Life of David Gale,Crime,"Crime, Drama, Thriller",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Recruit,Action,"Action, Thriller",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kal Ho Naa Ho,Comedy,"Comedy, Drama, Musical",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Daddy Day Care,Comedy,"Comedy, Family",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strayed,Drama,"Drama, Fantasy, Mystery, Thriller",0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I'll Sleep When I'm Dead,Crime,"Crime, Drama, Mystery, Thriller",1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Green Butchers,Comedy,"Comedy, Drama",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Missing,Adventure,"Adventure, Thriller, Western",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Matchstick Men,Comedy,"Comedy, Crime, Drama",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camp,Comedy,"Comedy, Musical, Drama",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Shattered Glass,Drama,"Drama, History",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Intolerable Cruelty,Comedy,"Comedy, Crime, Romance",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shade,Crime,"Crime, Thriller",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie's Angels: Full Throttle,Action,"Action, Adventure, Comedy, Crime",1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Latter Days,Comedy,"Comedy, Drama, Romance",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Cooler,Crime,"Drama, Romance",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Core,Action,"Action, Adventure, Sci-Fi",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hollywood Homicide,Action,"Action, Comedy, Crime",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Intermission,Comedy,"Comedy, Crime, Drama, Romance",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carandiru,Drama,"Drama, Crime",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dogville,Crime,"Crime, Drama",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Guy Thing,Comedy,"Comedy, Romance",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Down with Love,Comedy,"Comedy, Romance",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holes,Adventure,"Adventure, Comedy, Drama, Family, Mystery",0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scary Movie 3,Comedy,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
School of Rock,Comedy,"Comedy, Music",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bringing Down the House,Comedy,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dreamers,Drama,"Drama, Romance",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chalte Chalte,Drama,"Drama, Romance",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Secondhand Lions,Comedy,"Comedy, Drama, Family",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dorm Daze,Comedy,"Comedy, Crime, Mystery, Romance",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seabiscuit,Drama,"Drama, History, Sport",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
The Divorce,Drama,"Drama, Romance, Comedy",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lara Croft Tomb Raider: The Cradle of Life,Action,"Action, Adventure, Fantasy",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Dot the I,Drama,"Drama, Romance, Thriller",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In the Cut,Mystery,"Mystery, Thriller",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chasing Papi,Comedy,"Comedy, Romance",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shanghai Knights,Action,"Action, Adventure, Comedy",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dreamcatcher,Drama,"Drama, Horror, Sci-Fi, Thriller",0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Saints and Soldiers,Action,"Action, Drama, War",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2 Fast 2 Furious,Action,"Action, Crime, Thriller",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
It's All About Love,Drama,"Drama, Romance, Sci-Fi, Thriller",0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zero Day,Drama,Drama,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sinbad: Legend of the Seven Seas,Animation,"Animation, Adventure, Family",0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.W.A.T.,Action,"Action, Adventure, Crime",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Fighting Temptations,Comedy,"Comedy, Drama, Music, Romance",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Calendar Girls,Comedy,"Comedy, Drama",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheaper by the Dozen,Comedy,"Comedy, Family",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulletproof Monk,Action,"Action, Comedy, Fantasy",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Bruce Almighty,Comedy,"Comedy, Fantasy",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Honey,Drama,"Drama, Music, Romance",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dickie Roberts: Former Child Star,Comedy,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Company,Drama,"Drama, Music, Romance",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
High Tension,Crime,"Action, Comedy, Drama",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Emperor's Club,Drama,Drama,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicholas Nickleby,Drama,"Adventure, Drama, Romance",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Friday After Next,Comedy,"Comedy, Drama",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catch Me If You Can,Biography,"Biography, Crime, Drama",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
May,Drama,"Comedy, Drama, Horror, Thriller",0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
New Best Friend,Drama,"Drama, Mystery, Thriller",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Adventures of Pluto Nash,Comedy,"Action, Comedy, Sci-Fi",0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Unfaithful,Drama,"Drama, Romance, Thriller",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Four Feathers,Adventure,"Action, Adventure, Drama, Romance, War",0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Cabin Fever,Comedy,Horror,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Frida,Biography,"Biography, Drama, Romance",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Boat Trip,Comedy,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Undisputed,Action,"Action, Crime, Drama",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Confessions of a Dangerous Mind,Biography,"Biography, Comedy, Crime",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Importance of Being Earnest,Comedy,"Comedy, Drama, Romance",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Undercover Brother,Action,"Action, Comedy",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Bourne Identity,Action,"Action, Mystery, Thriller",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Guru,Comedy,"Comedy, Music, Romance",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mr. Deeds,Comedy,"Comedy, Romance",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuck Everlasting,Drama,"Drama, Family, Fantasy, Romance",0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All or Nothing,Drama,Drama,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minority Report,Action,"Action, Crime, Mystery, Sci-Fi, Thriller",1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Brown Sugar,Romance,"Romance, Comedy, Drama, Music",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ghost Ship,Horror,Horror,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Morvern Callar,Drama,Drama,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narc,Crime,"Crime, Drama, Mystery",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
City of God,Crime,"Crime, Drama",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moonlight Mile,Drama,"Drama, Romance",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
City of Ghosts,Crime,"Crime, Drama, Thriller",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
City by the Sea,Crime,"Crime, Drama, Mystery",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All About the Benjamins,Action,"Action, Comedy, Crime, Thriller",1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Two Weeks Notice,Comedy,"Comedy, Romance",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago,Comedy,"Comedy, Crime, Musical",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gerry,Adventure,"Adventure, Drama, Mystery",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Good Girl,Drama,"Drama, Romance",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mujer fatal,Crime,Drama,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murder by Numbers,Crime,"Crime, Mystery, Thriller",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collateral Damage,Action,"Action, Drama, Thriller",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Full Frontal,Comedy,"Comedy, Romance",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Changing Lanes,Drama,"Drama, Thriller",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hours,Drama,"Drama, Romance",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hot Chick,Comedy,"Comedy, Fantasy",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Banger Sisters,Comedy,"Comedy, Drama",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Country Bears,Comedy,"Comedy, Family, Music, Musical",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Men in Black II,Action,"Action, Adventure, Comedy",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Trapped,Action,"Action, Crime, Drama, Thriller",1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Treasure Planet,Animation,"Animation, Adventure, Family",0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Count of Monte Cristo,Action,"Action, Adventure, Drama, Thriller",0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Clockstoppers,Action,"Action, Adventure, Comedy, Sci-Fi, Thriller",0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gangs of New York,Crime,"Crime, Drama",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bubba Ho-Tep,Comedy,"Comedy, Fantasy, Horror, Mystery, Western",0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Blue Crush,Drama,"Drama, Romance, Sport",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Drumline,Comedy,"Comedy, Drama, Romance, Music",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bloody Sunday,Drama,"Drama, History, War",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Deuces Wild,Action,"Action, Crime, Drama",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Divine Secrets of the Ya-Ya Sisterhood,Drama,Drama,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real Women Have Curves,Comedy,"Comedy, Drama",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Pianist,Biography,"Biography, Drama, Music",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
The Slaughter Rule,Drama,"Drama, Sport",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dirty Pretty Things,Crime,"Crime, Drama, Thriller",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Showtime,Action,"Action, Comedy, Crime",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Die Another Day,Action,"Action, Adventure, Thriller",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Signs,Drama,"Drama, Mystery, Sci-Fi, Thriller",0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enough,Crime,"Crime, Drama, Thriller",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devdas,Musical,"Drama, Musical, Romance",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Queen of the Damned,Drama,"Drama, Fantasy, Horror",0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Below,Horror,"Action, Horror, Mystery",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Equilibrium,Action,"Action, Drama, Sci-Fi, Thriller",0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bend It Like Beckham,Comedy,"Comedy, Drama, Romance, Sport",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Slackers,Comedy,"Comedy, Romance",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The New Guy,Comedy,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punch-Drunk Love,Comedy,"Comedy, Drama, Romance, Thriller",0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pumpkin,Comedy,"Comedy, Drama, Romance, Sport",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Sum of All Fears,Action,"Action, Drama, Thriller",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Sweetest Thing,Comedy,"Comedy, Romance",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto Focus,Biography,"Biography, Crime, Drama",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
