name,month,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
A Walk to Remember,1,1,0,0,0,0,0,0,0,0,0,0,0
The Hot Chick,12,0,0,0,0,0,0,0,0,0,0,0,1
The Time Machine,3,0,0,1,0,0,0,0,0,0,0,0,0
Big Fat Liar,2,0,1,0,0,0,0,0,0,0,0,0,0
Rollerball,2,0,1,0,0,0,0,0,0,0,0,0,0
The Ring,10,0,0,0,0,0,0,0,0,0,1,0,0
Poolhall Junkies,2,0,1,0,0,0,0,0,0,0,0,0,0
Deuces Wild,5,0,0,0,0,1,0,0,0,0,0,0,0
Austin Powers in Goldmember,7,0,0,0,0,0,0,1,0,0,0,0,0
Die Another Day,11,0,0,0,0,0,0,0,0,0,0,1,0
The Importance of Being Earnest,6,0,0,0,0,0,1,0,0,0,0,0,0
Laurel Canyon,3,0,0,1,0,0,0,0,0,0,0,0,0
Signs,8,0,0,0,0,0,0,0,1,0,0,0,0
Life or Something Like It,4,0,0,0,1,0,0,0,0,0,0,0,0
Undercover Brother,5,0,0,0,0,1,0,0,0,0,0,0,0
The Reckoning,6,0,0,0,0,0,1,0,0,0,0,0,0
The Man Without a Past,3,0,0,1,0,0,0,0,0,0,0,0,0
Waking Up in Reno,12,0,0,0,0,0,0,0,0,0,0,0,1
Windtalkers,6,0,0,0,0,0,1,0,0,0,0,0,0
Possession,8,0,0,0,0,0,0,0,1,0,0,0,0
Spun,2,0,1,0,0,0,0,0,0,0,0,0,0
Unfaithful,5,0,0,0,0,1,0,0,0,0,0,0,0
Auto Focus,11,0,0,0,0,0,0,0,0,0,0,1,0
Welcome to Collinwood,10,0,0,0,0,0,0,0,0,0,1,0,0
Harry Potter and the Chamber of Secrets,11,0,0,0,0,0,0,0,0,0,0,1,0
The Adventures of Pluto Nash,8,0,0,0,0,0,0,0,1,0,0,0,0
Talk to Her,2,0,1,0,0,0,0,0,0,0,0,0,0
Undisputed,8,0,0,0,0,0,0,0,1,0,0,0,0
Eye See You,1,1,0,0,0,0,0,0,0,0,0,0,0
One Hour Photo,9,0,0,0,0,0,0,0,0,1,0,0,0
Infernal Affairs,12,0,0,0,0,0,0,0,0,0,0,0,1
Hart's War,2,0,1,0,0,0,0,0,0,0,0,0,0
Spirit: Stallion of the Cimarron,5,0,0,0,0,1,0,0,0,0,0,0,0
Better Luck Tomorrow,4,0,0,0,1,0,0,0,0,0,0,0,0
Big Trouble,4,0,0,0,1,0,0,0,0,0,0,0,0
8 Mile,11,0,0,0,0,0,0,0,0,0,0,1,0
The Hours,2,0,1,0,0,0,0,0,0,0,0,0,0
Like Mike,7,0,0,0,0,0,0,1,0,0,0,0,0
White Oleander,10,0,0,0,0,0,0,0,0,0,1,0,0
Orange County,1,1,0,0,0,0,0,0,0,0,0,0,0
Maid in Manhattan,12,0,0,0,0,0,0,0,0,0,0,0,1
Open Hearts,10,0,0,0,0,0,0,0,0,0,1,0,0
Slackers,2,0,1,0,0,0,0,0,0,0,0,0,0
Spy Kids 2: Island of Lost Dreams,8,0,0,0,0,0,0,0,1,0,0,0,0
Adaptation.,2,0,1,0,0,0,0,0,0,0,0,0,0
He Loves Me... He Loves Me Not,3,0,0,1,0,0,0,0,0,0,0,0,0
The Sweetest Thing,4,0,0,0,1,0,0,0,0,0,0,0,0
John Q,2,0,1,0,0,0,0,0,0,0,0,0,0
Morvern Callar,11,0,0,0,0,0,0,0,0,0,0,1,0
La leyenda de las ballenas,8,0,0,0,0,0,0,0,1,0,0,0,0
Brown Sugar,10,0,0,0,0,0,0,0,0,0,1,0,0
Angel Eyes,5,0,0,0,0,1,0,0,0,0,0,0,0
The Mummy Returns,5,0,0,0,0,1,0,0,0,0,0,0,0
Monsoon Wedding,4,0,0,0,1,0,0,0,0,0,0,0,0
Iris,3,0,0,1,0,0,0,0,0,0,0,0,0
Ghosts of Mars,8,0,0,0,0,0,0,0,1,0,0,0,0
CQ,5,0,0,0,0,1,0,0,0,0,0,0,0
Monster's Ball,3,0,0,1,0,0,0,0,0,0,0,0,0
The Forsaken,4,0,0,0,1,0,0,0,0,0,0,0,0
Storytelling,5,0,0,0,0,1,0,0,0,0,0,0,0
Human Nature,4,0,0,0,1,0,0,0,0,0,0,0,0
The Affair of the Necklace,12,0,0,0,0,0,0,0,0,0,0,0,1
The Majestic,12,0,0,0,0,0,0,0,0,0,0,0,1
Rock Star,9,0,0,0,0,0,0,0,0,1,0,0,0
"Monsters, Inc.",11,0,0,0,0,0,0,0,0,0,0,1,0
Ghost World,9,0,0,0,0,0,0,0,0,1,0,0,0
In the Bedroom,2,0,1,0,0,0,0,0,0,0,0,0,0
Mostly Martha,9,0,0,0,0,0,0,0,0,1,0,0,0
Glitter,9,0,0,0,0,0,0,0,0,1,0,0,0
Mulholland Drive,10,0,0,0,0,0,0,0,0,0,1,0,0
The Mexican,3,0,0,1,0,0,0,0,0,0,0,0,0
The Man Who Wasn't There,11,0,0,0,0,0,0,0,0,0,0,1,0
Get Over It,3,0,0,1,0,0,0,0,0,0,0,0,0
Riding in Cars with Boys,10,0,0,0,0,0,0,0,0,0,1,0,0
Kate & Leopold,12,0,0,0,0,0,0,0,0,0,0,0,1
El demonio,8,0,0,0,0,0,0,0,1,0,0,0,0
Impostor,1,1,0,0,0,0,0,0,0,0,0,0,0
What's the Worst That Could Happen?,6,0,0,0,0,0,1,0,0,0,0,0,0
One Night at McCool's,4,0,0,0,1,0,0,0,0,0,0,0,0
The Tailor of Panama,3,0,0,1,0,0,0,0,0,0,0,0,0
The Deep End,8,0,0,0,0,0,0,0,1,0,0,0,0
Pootie Tang,6,0,0,0,0,0,1,0,0,0,0,0,0
A Knight's Tale,5,0,0,0,0,1,0,0,0,0,0,0,0
Crush,6,0,0,0,0,0,1,0,0,0,0,0,0
On the Line,10,0,0,0,0,0,0,0,0,0,1,0,0
Super Troopers,2,0,1,0,0,0,0,0,0,0,0,0,0
Planet of the Apes,7,0,0,0,0,0,0,1,0,0,0,0,0
Crazy/Beautiful,6,0,0,0,0,0,1,0,0,0,0,0,0
Captain Corelli's Mandolin,8,0,0,0,0,0,0,0,1,0,0,0,0
Kissing Jessica Stein,4,0,0,0,1,0,0,0,0,0,0,0,0
Exit Wounds,3,0,0,1,0,0,0,0,0,0,0,0,0
Evolution,6,0,0,0,0,0,1,0,0,0,0,0,0
Ocean's Eleven,12,0,0,0,0,0,0,0,0,0,0,0,1
Atlantis: The Lost Empire,6,0,0,0,0,0,1,0,0,0,0,0,0
O,8,0,0,0,0,0,0,0,1,0,0,0,0
Original Sin,8,0,0,0,0,0,0,0,1,0,0,0,0
The Royal Tenenbaums,1,1,0,0,0,0,0,0,0,0,0,0,0
Kiss of the Dragon,7,0,0,0,0,0,0,1,0,0,0,0,0
Sweet November,2,0,1,0,0,0,0,0,0,0,0,0,0
Final Fantasy: The Spirits Within,7,0,0,0,0,0,0,1,0,0,0,0,0
Parejas en conflicto,3,0,0,1,0,0,0,0,0,0,0,0,0
L.I.E.,11,0,0,0,0,0,0,0,0,0,0,1,0
Pearl Harbor,5,0,0,0,0,1,0,0,0,0,0,0,0
Swordfish,6,0,0,0,0,0,1,0,0,0,0,0,0
Bandits,10,0,0,0,0,0,0,0,0,0,1,0,0
The Son's Room,3,0,0,1,0,0,0,0,0,0,0,0,0
The Score,7,0,0,0,0,0,0,1,0,0,0,0,0
Osmosis Jones,8,0,0,0,0,0,0,0,1,0,0,0,0
The Safety of Objects,10,0,0,0,0,0,0,0,0,0,1,0,0
Baby Boy,6,0,0,0,0,0,1,0,0,0,0,0,0
Cats & Dogs,7,0,0,0,0,0,0,1,0,0,0,0,0
The Devil's Backbone,10,0,0,0,0,0,0,0,0,0,1,0,0
Knockaround Guys,10,0,0,0,0,0,0,0,0,0,1,0,0
Atanarjuat: The Fast Runner,7,0,0,0,0,0,0,1,0,0,0,0,0
Formula 51,10,0,0,0,0,0,0,0,0,0,1,0,0
Thirteen Conversations About One Thing,7,0,0,0,0,0,0,1,0,0,0,0,0
Read My Lips,7,0,0,0,0,0,0,1,0,0,0,0,0
Charlotte Gray,1,1,0,0,0,0,0,0,0,0,0,0,0
Corky Romano,10,0,0,0,0,0,0,0,0,0,1,0,0
Enigma,6,0,0,0,0,0,1,0,0,0,0,0,0
Enemy at the Gates,3,0,0,1,0,0,0,0,0,0,0,0,0
Lagaan: Once Upon a Time in India,5,0,0,0,0,1,0,0,0,0,0,0,0
The Other Side of Heaven,4,0,0,0,1,0,0,0,0,0,0,0,0
Rat Race,8,0,0,0,0,0,0,0,1,0,0,0,0
Antitrust,1,1,0,0,0,0,0,0,0,0,0,0,0
Wet Hot American Summer,4,0,0,0,1,0,0,0,0,0,0,0,0
The Curse of the Jade Scorpion,8,0,0,0,0,0,0,0,1,0,0,0,0
Recess: School's Out,2,0,1,0,0,0,0,0,0,0,0,0,0
The One,11,0,0,0,0,0,0,0,0,0,0,1,0
En alg�n lugar de �frica,5,0,0,0,0,1,0,0,0,0,0,0,0
Lara Croft: Tomb Raider,6,0,0,0,0,0,1,0,0,0,0,0,0
Texas Rangers,11,0,0,0,0,0,0,0,0,0,0,1,0
The Fast and the Furious,6,0,0,0,0,0,1,0,0,0,0,0,0
Thir13en Ghosts,10,0,0,0,0,0,0,0,0,0,1,0,0
El mosquetero,9,0,0,0,0,0,0,0,0,1,0,0,0
From Hell,10,0,0,0,0,0,0,0,0,0,1,0,0
The Experiment,11,0,0,0,0,0,0,0,0,0,0,1,0
15 Minutes,3,0,0,1,0,0,0,0,0,0,0,0,0
Not Another Teen Movie,12,0,0,0,0,0,0,0,0,0,0,0,1
The Princess Diaries,8,0,0,0,0,0,0,0,1,0,0,0,0
Frailty,4,0,0,0,1,0,0,0,0,0,0,0,0
Tape,7,0,0,0,0,0,0,1,0,0,0,0,0
Ashoka the Great,10,0,0,0,0,0,0,0,0,0,1,0,0
Freddy Got Fingered,4,0,0,0,1,0,0,0,0,0,0,0,0
The Pledge,1,1,0,0,0,0,0,0,0,0,0,0,0
Estrenando Cuerpo,2,0,1,0,0,0,0,0,0,0,0,0,0
Summer Catch,8,0,0,0,0,0,0,0,1,0,0,0,0
The Piano Teacher,9,0,0,0,0,0,0,0,0,1,0,0,0
Kingdom Come,4,0,0,0,1,0,0,0,0,0,0,0,0
How High,12,0,0,0,0,0,0,0,0,0,0,0,1
The Wash,11,0,0,0,0,0,0,0,0,0,0,1,0
Sugar & Spice,1,1,0,0,0,0,0,0,0,0,0,0,0
The Wedding Planner,1,1,0,0,0,0,0,0,0,0,0,0,0
Monkeybone,2,0,1,0,0,0,0,0,0,0,0,0,0
The Shipping News,1,1,0,0,0,0,0,0,0,0,0,0,0
Waking Life,11,0,0,0,0,0,0,0,0,0,0,1,0
Spy Kids,3,0,0,1,0,0,0,0,0,0,0,0,0
Brotherhood of the Wolf,2,0,1,0,0,0,0,0,0,0,0,0,0
Dr. Dolittle 2,6,0,0,0,0,0,1,0,0,0,0,0,0
American Outlaws,8,0,0,0,0,0,0,0,1,0,0,0,0
Cocodrilo Dundee en Hollywood,4,0,0,0,1,0,0,0,0,0,0,0,0
Made,8,0,0,0,0,0,0,0,1,0,0,0,0
Hardball,9,0,0,0,0,0,0,0,0,1,0,0,0
Jurassic Park III,7,0,0,0,0,0,0,1,0,0,0,0,0
Ali,12,0,0,0,0,0,0,0,0,0,0,0,1
Josie and the Pussycats,4,0,0,0,1,0,0,0,0,0,0,0,0
Shrek,5,0,0,0,0,1,0,0,0,0,0,0,0
Intacto,11,0,0,0,0,0,0,0,0,0,0,1,0
Jay and Silent Bob Strike Back,8,0,0,0,0,0,0,0,1,0,0,0,0
The Last Castle,10,0,0,0,0,0,0,0,0,0,1,0,0
I Am Sam,1,1,0,0,0,0,0,0,0,0,0,0,0
Scary Movie 2,7,0,0,0,0,0,0,1,0,0,0,0,0
Harry Potter and the Sorcerer's Stone,11,0,0,0,0,0,0,0,0,0,0,1,0
Life as a House,11,0,0,0,0,0,0,0,0,0,0,1,0
American Pie 2,8,0,0,0,0,0,0,0,1,0,0,0,0
Say It Isn't So,3,0,0,1,0,0,0,0,0,0,0,0,0
Spirited Away,3,0,0,1,0,0,0,0,0,0,0,0,0
Saving Silverman,2,0,1,0,0,0,0,0,0,0,0,0,0
Lovely & Amazing,8,0,0,0,0,0,0,0,1,0,0,0,0
Head Over Heels,2,0,1,0,0,0,0,0,0,0,0,0,0
Amor en rojo,6,0,0,0,0,0,1,0,0,0,0,0,0
Valentine,2,0,1,0,0,0,0,0,0,0,0,0,0
Black Knight,11,0,0,0,0,0,0,0,0,0,0,1,0
Training Day,10,0,0,0,0,0,0,0,0,0,1,0,0
Save the Last Dance,1,1,0,0,0,0,0,0,0,0,0,0,0
Black Hawk Down,1,1,0,0,0,0,0,0,0,0,0,0,0
Gosford Park,1,1,0,0,0,0,0,0,0,0,0,0,0
Secret Ballot,10,0,0,0,0,0,0,0,0,0,1,0,0
Hannibal,2,0,1,0,0,0,0,0,0,0,0,0,0
Millennium Actress,9,0,0,0,0,0,0,0,0,1,0,0,0
Serendipity,10,0,0,0,0,0,0,0,0,0,1,0,0
The Believer,8,0,0,0,0,0,0,0,1,0,0,0,0
Jason X,4,0,0,0,1,0,0,0,0,0,0,0,0
Max Keeble's Big Move,10,0,0,0,0,0,0,0,0,0,1,0,0
The Caveman's Valentine,9,0,0,0,0,0,0,0,0,1,0,0,0
Shallow Hal,11,0,0,0,0,0,0,0,0,0,0,1,0
Don't Say a Word,9,0,0,0,0,0,0,0,0,1,0,0,0
The Glass House,9,0,0,0,0,0,0,0,0,1,0,0,0
America's Sweethearts,7,0,0,0,0,0,0,1,0,0,0,0,0
Buffalo Soldiers,10,0,0,0,0,0,0,0,0,0,1,0,0
Session 9,9,0,0,0,0,0,0,0,0,1,0,0,0
Domestic Disturbance,11,0,0,0,0,0,0,0,0,0,0,1,0
Juego de esp�as,11,0,0,0,0,0,0,0,0,0,0,1,0
Sex and Lucia,12,0,0,0,0,0,0,0,0,0,0,0,1
Two Can Play That Game,9,0,0,0,0,0,0,0,0,1,0,0,0
Shaolin Soccer,7,0,0,0,0,0,0,1,0,0,0,0,0
Donnie Darko,10,0,0,0,0,0,0,0,0,0,1,0,0
Joy Ride,10,0,0,0,0,0,0,0,0,0,1,0,0
Blow,4,0,0,0,1,0,0,0,0,0,0,0,0
Me Without You,11,0,0,0,0,0,0,0,0,0,0,1,0
Wasabi,2,0,1,0,0,0,0,0,0,0,0,0,0
Manic,5,0,0,0,0,1,0,0,0,0,0,0,0
Along Came a Spider,4,0,0,0,1,0,0,0,0,0,0,0,0
Blow Dry,3,0,0,1,0,0,0,0,0,0,0,0,0
Bubble Boy,8,0,0,0,0,0,0,0,1,0,0,0,0
Mean Machine,12,0,0,0,0,0,0,0,0,0,0,0,1
See Spot Run,3,0,0,1,0,0,0,0,0,0,0,0,0
3000 Miles to Graceland,2,0,1,0,0,0,0,0,0,0,0,0,0
Intimidad,2,0,1,0,0,0,0,0,0,0,0,0,0
Bully,6,0,0,0,0,0,1,0,0,0,0,0,0
The Cat's Meow,5,0,0,0,0,1,0,0,0,0,0,0,0
Zoolander,9,0,0,0,0,0,0,0,0,1,0,0,0
Dog Days,11,0,0,0,0,0,0,0,0,0,0,1,0
Legally Blonde,7,0,0,0,0,0,0,1,0,0,0,0,0
Joe Dirt,4,0,0,0,1,0,0,0,0,0,0,0,0
Town & Country,4,0,0,0,1,0,0,0,0,0,0,0,0
Am�lie,2,0,1,0,0,0,0,0,0,0,0,0,0
The Anniversary Party,6,0,0,0,0,0,1,0,0,0,0,0,0
An American Rhapsody,2,0,1,0,0,0,0,0,0,0,0,0,0
The Grey Zone,11,0,0,0,0,0,0,0,0,0,0,1,0
Hearts in Atlantis,9,0,0,0,0,0,0,0,0,1,0,0,0
The Lord of the Rings: The Fellowship of the Ring,12,0,0,0,0,0,0,0,0,0,0,0,1
Rush Hour 2,8,0,0,0,0,0,0,0,1,0,0,0,0
Tortilla Soup,8,0,0,0,0,0,0,0,1,0,0,0,0
Someone Like You...,3,0,0,1,0,0,0,0,0,0,0,0,0
A.I. Artificial Intelligence,6,0,0,0,0,0,1,0,0,0,0,0,0
The Brothers,3,0,0,1,0,0,0,0,0,0,0,0,0
Heist,11,0,0,0,0,0,0,0,0,0,0,1,0
Soul Survivors,9,0,0,0,0,0,0,0,0,1,0,0,0
Little Secrets,8,0,0,0,0,0,0,0,1,0,0,0,0
The Animal,6,0,0,0,0,0,1,0,0,0,0,0,0
Joe Somebody,12,0,0,0,0,0,0,0,0,0,0,0,1
Jimmy Neutron: Boy Genius,12,0,0,0,0,0,0,0,0,0,0,0,1
K-PAX,10,0,0,0,0,0,0,0,0,0,1,0,0
Bridget Jones's Diary,4,0,0,0,1,0,0,0,0,0,0,0,0
Hedwig and the Angry Inch,8,0,0,0,0,0,0,0,1,0,0,0,0
A Beautiful Mind,1,1,0,0,0,0,0,0,0,0,0,0,0
Vanilla Sky,12,0,0,0,0,0,0,0,0,0,0,0,1
Driven,4,0,0,0,1,0,0,0,0,0,0,0,0
Y Tu Mam� Tambi�n,4,0,0,0,1,0,0,0,0,0,0,0,0
Birthday Girl,2,0,1,0,0,0,0,0,0,0,0,0,0
Son of the Bride,1,1,0,0,0,0,0,0,0,0,0,0,0
Heartbreakers,3,0,0,1,0,0,0,0,0,0,0,0,0
Lost and Delirious,9,0,0,0,0,0,0,0,0,1,0,0,0
Bride of the Wind,1,1,0,0,0,0,0,0,0,0,0,0,0
Just Visiting,4,0,0,0,1,0,0,0,0,0,0,0,0
Tomcats,3,0,0,1,0,0,0,0,0,0,0,0,0
Dinosaur,5,0,0,0,0,1,0,0,0,0,0,0,0
Lockdown,2,0,1,0,0,0,0,0,0,0,0,0,0
U-571: La batalla del Atl�ntico,4,0,0,0,1,0,0,0,0,0,0,0,0
Hanging Up,2,0,1,0,0,0,0,0,0,0,0,0,0
Panic,10,0,0,0,0,0,0,0,0,0,1,0,0
Sordid Lives,5,0,0,0,0,1,0,0,0,0,0,0,0
What Women Want,12,0,0,0,0,0,0,0,0,0,0,0,1
Proof of Life,12,0,0,0,0,0,0,0,0,0,0,0,1
Italiano para principiantes,5,0,0,0,0,1,0,0,0,0,0,0,0
Snow Day,2,0,1,0,0,0,0,0,0,0,0,0,0
What Planet Are You From?,3,0,0,1,0,0,0,0,0,0,0,0,0
Bedazzled,10,0,0,0,0,0,0,0,0,0,1,0,0
Quills,12,0,0,0,0,0,0,0,0,0,0,0,1
The Watcher,9,0,0,0,0,0,0,0,0,1,0,0,0
The Cell,8,0,0,0,0,0,0,0,1,0,0,0,0
Sexy Beast,7,0,0,0,0,0,0,1,0,0,0,0,0
The Kid,7,0,0,0,0,0,0,1,0,0,0,0,0
The Perfect Storm,6,0,0,0,0,0,1,0,0,0,0,0,0
Shadow of the Vampire,1,1,0,0,0,0,0,0,0,0,0,0,0
Coyote Ugly,8,0,0,0,0,0,0,0,1,0,0,0,0
Nine Queens,8,0,0,0,0,0,0,0,1,0,0,0,0
Frequency,4,0,0,0,1,0,0,0,0,0,0,0,0
Space Cowboys,8,0,0,0,0,0,0,0,1,0,0,0,0
Shaft,6,0,0,0,0,0,1,0,0,0,0,0,0
Final Destination,3,0,0,1,0,0,0,0,0,0,0,0,0
Bailando en la oscuridad,10,0,0,0,0,0,0,0,0,0,1,0,0
Finding Forrester,1,1,0,0,0,0,0,0,0,0,0,0,0
Bring It On,8,0,0,0,0,0,0,0,1,0,0,0,0
Little Nicky,11,0,0,0,0,0,0,0,0,0,0,1,0
Shanghai Noon,5,0,0,0,0,1,0,0,0,0,0,0,0
Leyenda urbana 2,9,0,0,0,0,0,0,0,0,1,0,0,0
Bait,9,0,0,0,0,0,0,0,0,1,0,0,0
The Skulls,3,0,0,1,0,0,0,0,0,0,0,0,0
Happy Accidents,9,0,0,0,0,0,0,0,0,1,0,0,0
Pay It Forward,10,0,0,0,0,0,0,0,0,0,1,0,0
Bamboozled,10,0,0,0,0,0,0,0,0,0,1,0,0
Center Stage,5,0,0,0,0,1,0,0,0,0,0,0,0
Brother,9,0,0,0,0,0,0,0,0,1,0,0,0
What Lies Beneath,7,0,0,0,0,0,0,1,0,0,0,0,0
MVP: Most Valuable Primate,10,0,0,0,0,0,0,0,0,0,1,0,0
Pollock,3,0,0,1,0,0,0,0,0,0,0,0,0
Supernova,1,1,0,0,0,0,0,0,0,0,0,0,0
X-Men,7,0,0,0,0,0,0,1,0,0,0,0,0
28 Days,4,0,0,0,1,0,0,0,0,0,0,0,0
Book of Shadows: Blair Witch 2,10,0,0,0,0,0,0,0,0,0,1,0,0
"Crouching Tiger, Hidden Dragon",1,1,0,0,0,0,0,0,0,0,0,0,0
Bootmen,10,0,0,0,0,0,0,0,0,0,1,0,0
Pok�mon 3: The Movie,4,0,0,0,1,0,0,0,0,0,0,0,0
Lucky Numbers,10,0,0,0,0,0,0,0,0,0,1,0,0
The Road to El Dorado,3,0,0,1,0,0,0,0,0,0,0,0,0
Cecil B. DeMented,9,0,0,0,0,0,0,0,0,1,0,0,0
"Love, Honor and Obey",2,0,1,0,0,0,0,0,0,0,0,0,0
Love's Labour's Lost,3,0,0,1,0,0,0,0,0,0,0,0,0
The House of Mirth,3,0,0,1,0,0,0,0,0,0,0,0,0
Tadpole,8,0,0,0,0,0,0,0,1,0,0,0,0
Bounce,11,0,0,0,0,0,0,0,0,0,0,1,0
Small Time Crooks,5,0,0,0,0,1,0,0,0,0,0,0,0
Loser,7,0,0,0,0,0,0,1,0,0,0,0,0
Snatch,1,1,0,0,0,0,0,0,0,0,0,0,0
Pitch Black,2,0,1,0,0,0,0,0,0,0,0,0,0
Lost Souls,10,0,0,0,0,0,0,0,0,0,1,0,0
The Emperor's New Groove,12,0,0,0,0,0,0,0,0,0,0,0,1
Love & Sex,7,0,0,0,0,0,0,1,0,0,0,0,0
Vampire Hunter D: Bloodlust,9,0,0,0,0,0,0,0,0,1,0,0,0
Whatever It Takes,3,0,0,1,0,0,0,0,0,0,0,0,0
Boys and Girls,6,0,0,0,0,0,1,0,0,0,0,0,0
About Adam,3,0,0,1,0,0,0,0,0,0,0,0,0
Bread and Tulips,11,0,0,0,0,0,0,0,0,0,0,1,0
The Replacements,8,0,0,0,0,0,0,0,1,0,0,0,0
Sunset Strip,8,0,0,0,0,0,0,0,1,0,0,0,0
Cast Away,12,0,0,0,0,0,0,0,0,0,0,0,1
Songcatcher,7,0,0,0,0,0,0,1,0,0,0,0,0
Mal�na,2,0,1,0,0,0,0,0,0,0,0,0,0
Unbreakable,11,0,0,0,0,0,0,0,0,0,0,1,0
Beautiful,9,0,0,0,0,0,0,0,0,1,0,0,0
Love & Basketball,4,0,0,0,1,0,0,0,0,0,0,0,0
Nurse Betty,9,0,0,0,0,0,0,0,0,1,0,0,0
Nutty Professor II: The Klumps,7,0,0,0,0,0,0,1,0,0,0,0,0
Vertical Limit,12,0,0,0,0,0,0,0,0,0,0,0,1
"O Brother, Where Art Thou?",2,0,1,0,0,0,0,0,0,0,0,0,0
Digimon: The Movie,10,0,0,0,0,0,0,0,0,0,1,0,0
The Tigger Movie,2,0,1,0,0,0,0,0,0,0,0,0,0
Here on Earth,3,0,0,1,0,0,0,0,0,0,0,0,0
Boiler Room,2,0,1,0,0,0,0,0,0,0,0,0,0
Vulgar,4,0,0,0,1,0,0,0,0,0,0,0,0
Vatel,11,0,0,0,0,0,0,0,0,0,0,1,0
The Dish,5,0,0,0,0,1,0,0,0,0,0,0,0
Battlefield Earth,5,0,0,0,0,1,0,0,0,0,0,0,0
Waking the Dead,3,0,0,1,0,0,0,0,0,0,0,0,0
Autumn in New York,8,0,0,0,0,0,0,0,1,0,0,0,0
The Specials,9,0,0,0,0,0,0,0,0,1,0,0,0
The Broken Hearts Club: A Romantic Comedy,10,0,0,0,0,0,0,0,0,0,1,0,0
"Dude, Where's My Car?",12,0,0,0,0,0,0,0,0,0,0,0,1
Erin Brockovich,3,0,0,1,0,0,0,0,0,0,0,0,0
The Way of the Gun,9,0,0,0,0,0,0,0,0,1,0,0,0
Memento,5,0,0,0,0,1,0,0,0,0,0,0,0
The Monkey's Mask,5,0,0,0,0,1,0,0,0,0,0,0,0
Dancing at the Blue Iguana,10,0,0,0,0,0,0,0,0,0,1,0,0
Get Carter,10,0,0,0,0,0,0,0,0,0,1,0,0
Dr. T & the Women,10,0,0,0,0,0,0,0,0,0,1,0,0
American Psycho,4,0,0,0,1,0,0,0,0,0,0,0,0
Dracula 2000,12,0,0,0,0,0,0,0,0,0,0,0,1
The Legend of Bagger Vance,11,0,0,0,0,0,0,0,0,0,0,1,0
The Million Dollar Hotel,2,0,1,0,0,0,0,0,0,0,0,0,0
The Flintstones in Viva Rock Vegas,4,0,0,0,1,0,0,0,0,0,0,0,0
Road Trip,5,0,0,0,0,1,0,0,0,0,0,0,0
The 6th Day,11,0,0,0,0,0,0,0,0,0,0,1,0
Scary Movie,7,0,0,0,0,0,0,1,0,0,0,0,0
Committed,7,0,0,0,0,0,0,1,0,0,0,0,0
Men of Honor,11,0,0,0,0,0,0,0,0,0,0,1,0
The Crew,8,0,0,0,0,0,0,0,1,0,0,0,0
The Next Best Thing,3,0,0,1,0,0,0,0,0,0,0,0,0
Requiem for a Dream,12,0,0,0,0,0,0,0,0,0,0,0,1
Down to You,1,1,0,0,0,0,0,0,0,0,0,0,0
I Dreamed of Africa,5,0,0,0,0,1,0,0,0,0,0,0,0
State and Main,1,1,0,0,0,0,0,0,0,0,0,0,0
Thirteen Days,1,1,0,0,0,0,0,0,0,0,0,0,0
Better Than Sex,5,0,0,0,0,1,0,0,0,0,0,0,0
My Dog Skip,3,0,0,1,0,0,0,0,0,0,0,0,0
Return to Me,4,0,0,0,1,0,0,0,0,0,0,0,0
Thomas and the Magic Railroad,7,0,0,0,0,0,0,1,0,0,0,0,0
102 Dalmatians,11,0,0,0,0,0,0,0,0,0,0,1,0
Gossip,4,0,0,0,1,0,0,0,0,0,0,0,0
Traffic,1,1,0,0,0,0,0,0,0,0,0,0,0
Come Undone,6,0,0,0,0,0,1,0,0,0,0,0,0
Dungeons & Dragons,12,0,0,0,0,0,0,0,0,0,0,0,1
The Man Who Cried,3,0,0,1,0,0,0,0,0,0,0,0,0
Girlfight,10,0,0,0,0,0,0,0,0,0,1,0,0
Rugrats in Paris: The Movie,11,0,0,0,0,0,0,0,0,0,0,1,0
Rules of Engagement,4,0,0,0,1,0,0,0,0,0,0,0,0
Duets,9,0,0,0,0,0,0,0,0,1,0,0,0
Mission: Impossible II,5,0,0,0,0,1,0,0,0,0,0,0,0
Drowning Mona,3,0,0,1,0,0,0,0,0,0,0,0,0
Together,9,0,0,0,0,0,0,0,0,1,0,0,0
Billy Elliot,11,0,0,0,0,0,0,0,0,0,0,1,0
Chicken Run,6,0,0,0,0,0,1,0,0,0,0,0,0
Big Momma's House,6,0,0,0,0,0,1,0,0,0,0,0,0
In the Mood for Love,3,0,0,1,0,0,0,0,0,0,0,0,0
Keeping the Faith,4,0,0,0,1,0,0,0,0,0,0,0,0
Highlander: Endgame,9,0,0,0,0,0,0,0,0,1,0,0,0
Amores Perros,4,0,0,0,1,0,0,0,0,0,0,0,0
The Claim,2,0,1,0,0,0,0,0,0,0,0,0,0
Tigerland,5,0,0,0,0,1,0,0,0,0,0,0,0
The Art of War,8,0,0,0,0,0,0,0,1,0,0,0,0
The Contender,10,0,0,0,0,0,0,0,0,0,1,0,0
Miss Congeniality,12,0,0,0,0,0,0,0,0,0,0,0,1
Mission to Mars,3,0,0,1,0,0,0,0,0,0,0,0,0
High Fidelity,3,0,0,1,0,0,0,0,0,0,0,0,0
Gone in Sixty Seconds,6,0,0,0,0,0,1,0,0,0,0,0,0
